fold,indice_original,score,predicao
1,1020,7.9504459687806435,1
1,1022,8.0878924237398,1
1,1026,8.237370723810292,1
1,1034,7.028335282349028,1
1,1038,7.757327184797839,1
1,1046,1.7122930945840356,1
1,1056,6.175213281032326,1
1,1068,2.855632562000002,1
1,1071,5.0360532531115485,1
1,1076,6.275122970123197,1
1,1078,6.017825526869464,1
1,1084,4.56781844680207,1
1,1087,0.8777205336194971,1
1,1090,2.3098685727947945,1
1,1097,1.980014966102999,1
1,1103,2.0121867048478954,1
1,1107,4.697351805875707,1
1,1109,4.932020399997134,1
1,1111,2.5130020009137652,1
1,1112,3.4183877497032285,1
1,1113,0.5616093335716332,1
1,1118,3.902170292741385,1
1,1121,-2.72852411609804,-1
1,1123,2.8983818680083555,1
1,1142,3.570922464440576,1
1,1144,3.5810465369693336,1
1,1145,-2.2686109037418127,-1
1,1147,2.5968113872885965,1
1,1149,6.617112112673015,1
1,1155,3.1672950110512,1
1,1156,4.696238153411551,1
1,1160,3.641022321677159,1
1,1162,4.223843725756735,1
1,1175,1.4982147183312264,1
1,1180,6.6909784658196525,1
1,1183,-0.14029627720613647,-1
1,1188,0.9382170673060237,1
1,1190,3.1342387014504656,1
1,1194,2.118296231229678,1
1,1195,6.492445204204037,1
1,1199,7.507029792966124,1
1,1208,6.916453619102304,1
1,1210,6.69601560136922,1
1,1217,-3.9552472746985385,-1
1,1220,0.36295973900321776,1
1,1222,2.304196741263212,1
1,1224,0.4079497192832555,1
1,1245,3.543830785831082,1
1,1247,3.92982405610592,1
1,1250,-2.751156173329159,-1
1,1253,1.9250067769552857,1
1,1254,3.270901618962583,1
1,1261,4.113905022460127,1
1,1263,1.4229865984109829,1
1,1277,2.637513197888886,1
1,1285,4.609135443572283,1
1,1295,4.8935351386033386,1
1,1297,0.6691339784355215,1
1,1310,5.065920523364289,1
1,1313,5.098775227190734,1
1,1314,3.4896991480624973,1
1,1315,3.7423704572565946,1
1,1318,3.8061327779617304,1
1,1328,2.0934483723494495,1
1,1330,-0.7569855433147872,-1
1,1339,3.0707642438755958,1
1,1346,2.757468097118805,1
1,1347,3.345916425342523,1
1,1349,4.253381671476552,1
1,1355,3.3335910601438545,1
1,1360,6.19089019226629,1
1,1369,6.183133552719491,1
1,1372,4.332367115196488,1
1,1373,4.274926311900929,1
1,1383,3.417226301763826,1
1,1393,5.558277886271318,1
1,1400,1.4520014290217294,1
1,1402,4.923928574732175,1
1,1406,5.690534512522488,1
1,1408,4.553267804411208,1
1,1413,2.9887922367462885,1
1,1418,5.021767925927234,1
1,1432,2.7075747917249107,1
1,1438,6.7211461911847135,1
1,1441,7.291250859606459,1
1,1446,7.248115150058398,1
1,1453,3.4094372201524887,1
1,1458,4.146751268750149,1
1,1470,1.7670407733101285,1
1,1472,3.881046997400265,1
1,1479,4.908603426261168,1
1,1482,2.925236037244014,1
1,1488,4.376344084772635,1
1,1494,5.294077184285124,1
1,1496,4.492956058465035,1
1,1498,2.827773018267278,1
1,1501,5.610976905733194,1
1,1508,5.6075377890051445,1
1,1509,5.43113819460393,1
1,1512,4.843847363604249,1
1,1513,5.022955730172038,1
1,1516,4.4864840426963735,1
1,1523,4.599716988100502,1
1,1527,2.4369456518660453,1
1,1530,4.557552081624051,1
1,1536,3.024130926743732,1
1,1543,3.6349038816717076,1
1,1550,3.553665018395799,1
1,1554,3.9266771859412746,1
1,1558,5.993897968667854,1
1,1562,8.332816302203016,1
1,1568,-0.9407521963413163,-1
1,1569,4.873507500785324,1
1,1575,4.160386484784182,1
1,1576,3.9657654693491384,1
1,1578,2.1062664941455953,1
1,1593,5.8786054953906,1
1,1595,5.44369530433905,1
1,1597,1.9814884897730138,1
1,1599,5.105315708886598,1
1,1606,2.2460192544762005,1
1,1608,3.3078040837124014,1
1,1612,3.0780916137692653,1
1,1616,4.643593515629382,1
1,1617,7.700531112487591,1
1,1618,5.181079521643076,1
1,1623,7.941723971107168,1
1,1626,2.1069805512137414,1
1,1631,4.057920982917079,1
1,1634,-0.2630647140874185,-1
1,1650,6.647456640321439,1
1,1655,0.9394115467246316,1
1,1658,3.156574863018669,1
1,1660,3.976019982016153,1
1,1662,-0.38330031872472503,-1
1,1669,4.25877042662748,1
1,1670,6.678391088478085,1
1,1671,6.668527233329437,1
1,1672,7.0556389463658515,1
1,1683,0.13525113866981897,1
1,1684,4.487235527012556,1
1,1688,5.7577664127688255,1
1,1691,6.962516305498889,1
1,1692,-0.6392772507964626,-1
1,1702,4.1455774106211525,1
1,1713,5.510356574945424,1
1,1718,6.006918291525592,1
1,1726,0.8750365417038477,1
1,1730,-0.7179206756320369,-1
1,1731,8.371902275585372,1
1,1732,-6.885326568201801,-1
1,1737,4.798145982956418,1
1,1740,9.054400333681484,1
1,1741,4.746647382723607,1
1,1746,5.706403024781947,1
1,1747,5.427171424485815,1
1,1758,3.681741566096905,1
1,1760,0.8584482856597209,1
1,1765,7.802958539176283,1
1,1766,3.6916284542132995,1
